0.010446,0.0026507,0.25377,0.96385,5,1,,0.236995,0,410,1
0.01073,0.0026385,0.24591,0.96574,5,2,,,0.1,393,0.958536585365854
0.0077885,0.0016469,0.21145,0.97696,6,1,,,0.2,259,0.631707317073171
0.0072507,0.0015716,0.21675,0.97801,6,2,,,0.3,138,0.336585365853659
0.0092489,0.0023969,0.25915,0.96259,7,1,,,0.4,97,0.236585365853659
0.0091844,0.0024514,0.26691,0.96258,7,2,,,0.5,88,0.214634146341463
0.016119,0.0047131,0.29239,0.90866,8,1,,,0.6,82,0.2
0.015611,0.004579,0.29331,0.91467,8,2,,,0.7,79,0.192682926829268
0.0045184,0.0006298,0.13939,0.99391,9,1,,,0.8,77,0.18780487804878
0.0036608,0.00063875,0.17448,0.99391,9,2,,,0.9,77,0.18780487804878
0.0091185,0.0030387,0.33325,0.94346,10,1,,,1,77,0.18780487804878
0.0081012,0.0026567,0.32794,0.94604,10,2,,,,,
0.0035963,0.00089247,0.24816,0.98777,12,1,,,,,
0.0035541,0.00083762,0.23568,0.98832,12,2,,,,,
0.014128,0.0025065,0.17741,0.92566,13,3,,,,,
0.019199,0.0062821,0.3272,0.80616,13,4,,,,,
0.016702,0.0038428,0.23008,0.80274,13,5,,,,,
0.01618,0.0039975,0.24707,0.86557,13,6,,,,,
0.010468,0.0029277,0.27969,0.93194,13,7,,,,,
0.0066928,0.0011236,0.16788,0.98068,13,8,,,,,
0.0082183,0.0012361,0.15041,0.98797,14,1,,,,,
0.0075801,0.0011711,0.15449,0.98855,14,2,,,,,
0.0065708,0.0011955,0.18195,0.9775,15,1,,,,,
0.0065307,0.0011559,0.17699,0.97769,15,2,,,,,
0.006746,0.0018085,0.26809,0.97441,16,1,,,,,
0.0066662,0.0016689,0.25035,0.97551,16,2,,,,,
0.020974,0.0059205,0.28228,0.88488,18,1,,,,,
0.0082172,0.0027024,0.32887,0.95941,18,2,,,,,
0.015991,0.0040314,0.2521,0.92765,18,3,,,,,
0.0091582,0.0016526,0.18046,0.953,19,1,,,,,
0.0077061,0.0013386,0.17371,0.96167,19,2,,,,,
0.0053047,0.00057253,0.10793,0.98804,19,3,,,,,
0.0079483,0.0021594,0.27168,0.96352,20,1,,,,,
0.0052101,0.0016901,0.32438,0.97097,20,2,,,,,
0.0030536,0.00062519,0.20474,0.99351,20,3,,,,,
0.0085455,0.002952,0.34545,0.95098,21,1,,,,,
0.007261,0.0022092,0.30426,0.96345,21,2,,,,,
0.0032817,0.00081554,0.24851,0.98845,21,3,,,,,
0.0088512,0.0021439,0.24222,0.96925,22,1,,,,,
0.0053905,0.001219,0.22614,0.97629,22,2,,,,,
0.0027584,0.00052777,0.19133,0.99417,22,3,,,,,
0.005365,0.0012928,0.24097,0.98515,23,1,,,,,
0.0034968,0.00080346,0.22977,0.98867,23,2,,,,,
0.0030396,0.00047414,0.15599,0.99648,23,3,,,,,
0.0059931,0.0012488,0.20837,0.98296,24,1,,,,,
0.0059574,0.00095157,0.15973,0.98691,24,2,,,,,
0.0029882,0.00046468,0.15551,0.99568,24,3,,,,,
0.0057263,0.00098097,0.17131,0.98069,25,1,,,,,
0.0067042,0.00082813,0.12353,0.98522,25,2,,,,,
0.0033298,0.00051019,0.15322,0.99534,25,3,,,,,
0.0056626,0.00097835,0.17278,0.98242,26,1,,,,,
0.00519,0.00095454,0.18392,0.98301,26,2,,,,,
3.3995E-05,2.6838E-05,0.78947,0.99997,27,1,,,,,
3.3995E-05,2.6838E-05,0.78947,0.99997,27,2,,,,,
0.0081364,0.0016207,0.1992,0.97915,28,1,,,,,
0.007995,0.0014358,0.17959,0.98006,28,2,,,,,
0.0046997,0.0011149,0.23723,0.99075,29,1,,,,,
0.0046292,0.0010351,0.2236,0.991,29,2,,,,,
8.946E-06,8.946E-06,1,0.99999,30,1,,,,,
8.946E-06,8.946E-06,1,0.99999,30,2,,,,,
0.0061264,0.0012075,0.19709,0.98964,32,1,,,,,
0.0066545,0.0012548,0.18857,0.98984,32,2,,,,,
0.0056033,0.0012112,0.21616,0.98402,33,1,,,,,
0.0053456,0.0011593,0.21688,0.98462,33,2,,,,,
0.0060102,0.00089773,0.14937,0.98565,34,1,,,,,
0.0058846,0.00087968,0.14949,0.98567,34,2,,,,,
0.011006,0.0017363,0.15776,0.9718,35,1,,,,,
0.010565,0.0016624,0.15735,0.97304,35,2,,,,,
0.096874,0.0092571,0.095558,0.6626,36,1,,,,,
0.099949,0.010555,0.10561,0.79369,36,2,,,,,
0.082936,0.009658,0.11645,0.79662,36,3,,,,,
0.078953,0.0092754,0.11748,0.80162,36,4,,,,,
0.080885,0.0084108,0.10398,0.8079,36,5,,,,,
0.079371,0.0082671,0.10416,0.8087,36,6,,,,,
0.077564,0.0079773,0.10285,0.8071,36,7,,,,,
0.077278,0.0076784,0.099361,0.80211,36,8,,,,,
0.078534,0.0079369,0.10106,0.8084,36,9,,,,,
0.03527,0.0043618,0.12367,0.88149,36,10,,,,,
0.051551,0.0093239,0.18087,0.73281,37,1,,,,,
0.066476,0.0095666,0.14391,0.69957,37,2,,,,,
0.066679,0.010048,0.15069,0.69574,37,3,,,,,
0.066355,0.0096751,0.14581,0.69576,37,4,,,,,
0.069248,0.0088259,0.12745,0.69406,37,5,,,,,
0.068412,0.0089457,0.13076,0.69372,37,6,,,,,
