0,0.81659,0.754,0.48528,0.80081,0.78995,1,0.95751,0.76133,0.83366,0.92181,0.50554,0.84024,0.7717,0.30156,0.65308,0.42093,1,0.73676,0.7551,0.33395,0.3032,0.71707,0.35195,0.76591,0.13056,0.48104,0.97222,0.11738,0.27481,0.71376
0.1,0.81131,0.75249,0.47298,0.79855,0.78733,0.9892,0.95445,0.75521,0.82996,0.91861,0.51216,0.8391,0.77191,0.30156,0.65254,0.43336,1,0.73264,0.74565,0.33792,0.31547,0.71122,0.36021,0.76347,0.13579,0.48245,0.96584,0.12382,0.27481,0.71592
0.2,0.80535,0.75071,0.45428,0.7958,0.7843,0.9622,0.93908,0.74805,0.82565,0.91488,0.51897,0.83008,0.77217,0.30148,0.64651,0.44654,1,0.72774,0.72428,0.34198,0.32297,0.70456,0.37023,0.76057,0.14147,0.47812,0.94436,0.13101,0.27481,0.71843
0.3,0.79188,0.74858,0.43262,0.79236,0.78073,0.92249,0.91411,0.73954,0.82056,0.90954,0.52595,0.80976,0.77249,0.29817,0.62744,0.46055,1,0.72181,0.70079,0.34613,0.3241,0.6969,0.38262,0.75707,0.14763,0.46704,0.92087,0.13909,0.27481,0.72139
0.4,0.7748,0.746,0.4057,0.78794,0.77649,0.86536,0.8854,0.72926,0.81445,0.89308,0.53313,0.7746,0.7729,0.29145,0.60215,0.47547,1,0.71448,0.67635,0.3504,0.32419,0.68276,0.39299,0.75277,0.15436,0.45339,0.89004,0.14823,0.27481,0.72495
0.5,0.74917,0.74279,0.37638,0.78207,0.76173,0.80554,0.85607,0.70717,0.80211,0.86649,0.5405,0.72881,0.77345,0.27788,0.57147,0.49139,1,0.7052,0.65034,0.35476,0.31588,0.64918,0.39898,0.74735,0.16173,0.43543,0.85858,0.15865,0.27481,0.7293
0.6,0.71317,0.73869,0.34346,0.77385,0.72228,0.74125,0.81852,0.67655,0.76924,0.82906,0.54808,0.67673,0.77423,0.26106,0.53014,0.5084,1,0.68056,0.61877,0.35766,0.30093,0.60605,0.40505,0.73646,0.16656,0.41056,0.82711,0.16962,0.27481,0.73474
0.7,0.66588,0.71481,0.30163,0.76157,0.67009,0.6666,0.76684,0.6367,0.71933,0.77824,0.55588,0.61771,0.77539,0.24108,0.47819,0.52664,1,0.64498,0.57918,0.35824,0.28433,0.55123,0.4133,0.70974,0.1705,0.37729,0.79389,0.18109,0.27481,0.74174
0.8,0.60641,0.66203,0.25599,0.74121,0.60171,0.58979,0.71074,0.57972,0.65236,0.70304,0.5639,0.54666,0.76636,0.22034,0.41233,0.54624,1,0.5886,0.52615,0.35578,0.26576,0.47685,0.42631,0.66634,0.1738,0.33007,0.75506,0.19444,0.27343,0.74466
0.9,0.52137,0.57977,0.20558,0.69382,0.50677,0.51047,0.65076,0.4915,0.55867,0.59152,0.57216,0.46248,0.71877,0.19849,0.32508,0.56735,1,0.49546,0.46204,0.34863,0.24278,0.37632,0.44638,0.59321,0.16768,0.26445,0.7144,0.2075,0.26801,0.6939
1,0.40378,0.42723,0.15173,0.50706,0.36038,0.42735,0.57317,0.35149,0.37414,0.41197,0.54971,0.36266,0.5406,0.17364,0.20442,0.58314,1,0.32317,0.31177,0.3341,0.2029,0.22712,0.48312,0.45813,0.14282,0.17387,0.6726,0.21727,0.25871,0.60046
